Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M11 L06 C02 03 Delivery,module.m11.lesson.l06.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 11, Objective 6: 4. Check for food additive allergies such as peanuts, shellfish, and wheat 5. Check for lactose intolerance C. Factors affecting patient’s/resident’s food choices 1. Likes and dislikes 2. Facility food service menus and options 3. Medical restrictions 4. Culture 5. Religious beliefs

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M11 L06 C90 Challenge,module.m11.lesson.l06.card.c90_challenge,"Practice challenge for CCCCO Module 11 Objective 6: Practice check: For CCCCO Module 11 Objective 6, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M11 L06 C91 Debrief,module.m11.lesson.l06.card.c91_debrief,"Debrief for CCCCO Module 11 Objective 6. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M11 L07 C01 Overview,module.m11.lesson.l07.card.c01_overview,"CCCCO Module 11 Objective 7 focuses on: Describe therapeutic diets commonly ordered for patients/residents and the responsibilities of the Nurse Assistant. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M11 L07 C02 01 Delivery,module.m11.lesson.l07.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 11, Objective 7: Describe therapeutic diets commonly ordered for patients/residents and the responsibilities of the Nurse Assistant. A. Therapeutic (special) diets most commonly ordered 1. Low sodium 2. Diabetic 3. Low fat 4. Low cholesterol 5. Liquid a. Clear Liquid b. Full liquid c. Thickened liquids 1) Nectar thick 2) Honey thick 6. Bland B. Special consistency 1. Mechanical soft; prepared to require very little chewing 2. Pureed; food that has been processed in a blender for easier swallowing and digestion. Requires little to no chewing 3. Soft; liquid or semi-solid foods that are easily digested

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M11 L07 C02 02 Delivery,module.m11.lesson.l07.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 11, Objective 7: B. Create a Jeopardy Game using content items from previous objectives C. Review foods and fluids allowed and restricted on each therapeutic diet D. Discuss the nutritional adequacy of each therapeutic diet E. Arrange conference with Speech Therapy and Occupational Therapy to discuss services B. Correctly identify all patients/residents, check diet card for name, diet order, specific instructions and allergies C. Accurately record all patient/resident food and fluid intake D. Reports significant changes in patient’s/resident’s dietary habits to licensed nurse C. Responsibilities of the Nurse Assistant

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M11 L07 C02 03 Delivery,module.m11.lesson.l07.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 11, Objective 7: 1. Make sure all patients/residents receive their ordered diet 2. Check arm bands against names on trays at each meal 3. Report any problems related to diet such as food or liquid preferences, difficulty chewing or swallowing, nausea or vomiting, anorexia, food intolerances 4. Open containers on tray as needed 5. Assist nurses, dieticians, and physicians in evaluating fluid balance through accurate monitoring and documentation of intake and output 6. Calculate and record food intake according to facility guidelines 7. Determine reason for any tray or food refusal, offer alternates

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M11 L07 C02 04 Delivery,module.m11.lesson.l07.card.c02_04_delivery,"Source-supported teaching from CCCCO Module 11, Objective 7: as allowed 8. If alternate is refused, report refusal to licensed nurse 9. Do not offer extra food or condiments without checking with licensed nurse 10. Serve hot foods hot and cold foods cold 11. Do not mix pureed foods 12. Always check trays to monitor percentage of diet eaten 13. Always have patient/resident in an upright position when eating unless otherwise ordered

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M11 L07 C90 Challenge,module.m11.lesson.l07.card.c90_challenge,"Practice challenge for CCCCO Module 11 Objective 7: Practice check: For CCCCO Module 11 Objective 7, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M11 L07 C91 Debrief,module.m11.lesson.l07.card.c91_debrief,"Debrief for CCCCO Module 11 Objective 7. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M11 L08 C01 Overview,module.m11.lesson.l08.card.c01_overview,"CCCCO Module 11 Objective 8 focuses on: Describe proper techniques for feeding patients/residents. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M11 L08 C02 01 Delivery,module.m11.lesson.l08.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 11, Objective 8: Describe proper techniques for feeding patients/residents. A. Proper techniques for feeding patients/residents 1. Provide a comfortable and enjoyable atmosphere a. Sit at patient’s/resident’s eye level b. Maintain a positive attitude when assisting patient/resident with feeding c. Encourage patients/residents to participate as able (holding bread, picking up juice cup, moving fork to mouth after food is put on it) B. Activity: Have students feed each other and simulate sensory impairments by wearing a blindfold, applying light coat of Vaseline to eye glasses, or placing cotton in ears. Then

CNA scope boundary: Feeding assistance performance remains a hands-on clinical skill; online theory covers dignity, safety, ordered diet, and reportable signs."
CNA Recertification Theory + Clinical Support,M11 L08 C02 02 Delivery,module.m11.lesson.l08.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 11, Objective 8: B. Identify symbols used to identify high risk patients/residents C. Utilizes proper feeding techniques for patient/resident with or without difficulty swallowing d. Allow patient/resident to set the pace as much as possible e. Do not rush 2. Provide assistance as needed using adaptive equipment as indicated 3. Serve patients/residents in their rooms if unable to join other patients/residents in the dining area 4. Serve patients/residents in dining room if at all possible 5. Alternate liquids and solid foods 6. Check swallowing before patient/resident eats or is fed

CNA scope boundary: Feeding assistance performance remains a hands-on clinical skill; online theory covers dignity, safety, ordered diet, and reportable signs."
